contract_version,is_synthetic,source,ingested_at,mine_code,equipment_id,equipment_type,event_type,started_at,ended_at,downtime_hours,failure_mode
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434173,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2024-06-10T14:00:00,2024-06-10T21:17:30.686513,7.29,bearing failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434216,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2024-08-05T15:00:00,2024-08-05T18:18:06.061393,3.3,bearing failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434258,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2024-09-27T07:00:00,2024-09-28T02:39:52.482294,19.66,liner wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434295,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2024-11-11T06:00:00,2024-11-11T08:22:06.488047,2.37,jam
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434415,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2025-05-02T01:00:00,2025-05-02T12:49:05.521832,11.82,jam
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434523,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2025-10-03T13:00:00,2025-10-04T14:02:39.128023,25.04,jam
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434582,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2025-12-21T19:00:00,2025-12-22T04:42:40.209968,9.71,liner wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434612,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2026-01-26T10:00:00,2026-01-27T15:09:07.720831,29.15,liner wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434691,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,scheduled_maintenance,2026-05-19T15:00:00,2026-05-19T19:33:43.830220,4.56,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434724,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2026-06-27T02:00:00,2026-06-27T12:20:13.917421,10.34,liner wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434763,MOIL-BAL-01,MOIL-BAL-01-CRU-03,crusher,breakdown,2026-08-16T11:00:00,2026-08-17T07:45:56.940652,20.77,liner wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.434989,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,breakdown,2024-07-09T01:00:00,2024-07-10T02:55:10.650989,25.92,bit wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435018,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,breakdown,2024-08-15T07:00:00,2024-08-15T16:41:15.295313,9.69,rod breakage
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435133,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,breakdown,2025-01-22T02:00:00,2025-01-22T16:27:02.377823,14.45,rod breakage
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435181,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,breakdown,2025-03-27T15:00:00,2025-03-28T06:47:16.770528,15.79,bit wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435187,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,scheduled_maintenance,2025-03-30T14:00:00,2025-03-30T17:59:59.335073,4.0,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435213,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,scheduled_maintenance,2025-05-01T04:00:00,2025-05-01T08:17:40.218013,4.29,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435238,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,breakdown,2025-05-31T19:00:00,2025-06-01T02:24:48.112510,7.41,compressor fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435273,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,breakdown,2025-07-16T05:00:00,2025-07-16T15:55:39.997523,10.93,compressor fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435287,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,scheduled_maintenance,2025-07-31T08:00:00,2025-07-31T14:36:17.557083,6.6,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435308,MOIL-BAL-01,MOIL-BAL-01-DRI-04,drill,breakdown,2025-08-23T00:00:00,2025-08-23T06:03:44.924828,6.06,rod breakage
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435665,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2024-01-30T09:00:00,2024-01-30T21:23:53.282146,12.4,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435685,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,scheduled_maintenance,2024-02-23T13:00:00,2024-02-23T17:28:58.059501,4.48,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435712,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2024-03-27T18:00:00,2024-03-28T10:20:12.368103,16.34,misalignment
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435739,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2024-04-22T04:00:00,2024-04-23T18:00:34.163099,38.01,misalignment
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435931,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2025-01-29T05:00:00,2025-01-29T16:25:30.440184,11.43,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.435998,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2025-04-30T03:00:00,2025-04-30T09:55:30.788257,6.93,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436007,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2025-05-07T10:00:00,2025-05-07T18:09:20.836047,8.16,misalignment
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436032,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,scheduled_maintenance,2025-06-07T07:00:00,2025-06-07T08:01:58.279506,1.03,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436051,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2025-06-29T13:00:00,2025-06-30T06:46:23.008899,17.77,misalignment
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436217,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,scheduled_maintenance,2026-02-26T16:00:00,2026-02-26T19:19:48.338062,3.33,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436256,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,scheduled_maintenance,2026-04-20T16:00:00,2026-04-20T20:45:03.656173,4.75,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436306,MOIL-BAL-01,MOIL-BAL-01-CON-05,conveyor,breakdown,2026-06-27T06:00:00,2026-06-27T15:24:26.786317,9.41,idler seizure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436445,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2024-01-12T19:00:00,2024-01-13T03:27:04.678310,8.45,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436478,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2024-02-22T12:00:00,2024-02-22T21:35:52.574161,9.6,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436557,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2024-06-13T13:00:00,2024-06-13T19:37:45.908032,6.63,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436585,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2024-07-17T13:00:00,2024-07-18T00:24:52.890799,11.41,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436602,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,scheduled_maintenance,2024-08-04T11:00:00,2024-08-04T13:19:30.488759,2.33,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436640,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2024-09-22T06:00:00,2024-09-22T07:00:04.045715,1.0,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436683,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,scheduled_maintenance,2024-11-19T11:00:00,2024-11-19T17:14:35.934189,6.24,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436698,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2024-12-04T02:00:00,2024-12-04T08:47:24.610480,6.79,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436772,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2025-03-16T02:00:00,2025-03-16T21:55:26.584602,19.92,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436836,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2025-06-12T08:00:00,2025-06-12T16:46:07.770851,8.77,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436866,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2025-07-19T16:00:00,2025-07-19T22:24:47.709044,6.41,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.436893,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2025-08-23T11:00:00,2025-08-23T17:25:58.225333,6.43,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437080,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,breakdown,2026-05-22T20:00:00,2026-05-23T04:17:15.859075,8.29,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437099,MOIL-BAL-01,MOIL-BAL-01-EXC-06,excavator,scheduled_maintenance,2026-06-14T14:00:00,2026-06-14T20:46:30.541980,6.78,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437281,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,breakdown,2024-03-02T14:00:00,2024-03-03T05:10:28.837144,15.17,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437432,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,breakdown,2024-10-06T14:00:00,2024-10-07T06:11:13.062142,16.19,track failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437456,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,scheduled_maintenance,2024-11-05T12:00:00,2024-11-05T16:42:33.696271,4.71,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437466,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,scheduled_maintenance,2024-11-14T10:00:00,2024-11-14T16:18:12.580263,6.3,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437508,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,scheduled_maintenance,2025-01-10T15:00:00,2025-01-10T21:44:55.760574,6.75,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437553,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,breakdown,2025-03-10T06:00:00,2025-03-10T15:49:02.699624,9.82,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437624,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,scheduled_maintenance,2025-06-15T00:00:00,2025-06-15T10:52:19.791696,10.87,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437744,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,scheduled_maintenance,2025-12-07T15:00:00,2025-12-08T01:09:25.717715,10.16,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.437762,MOIL-BAL-01,MOIL-BAL-01-SHO-07,shovel,breakdown,2025-12-23T13:00:00,2025-12-23T20:38:41.072483,7.64,boom pin wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438011,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,scheduled_maintenance,2023-12-20T18:00:00,2023-12-20T20:50:07.858817,2.84,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438020,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,breakdown,2023-12-24T19:00:00,2023-12-24T23:44:21.820924,4.74,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438066,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,breakdown,2024-02-24T09:00:00,2024-02-25T01:26:24.843031,16.44,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438191,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,scheduled_maintenance,2024-08-22T19:00:00,2024-08-22T21:04:04.534737,2.07,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438230,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,breakdown,2024-10-13T14:00:00,2024-10-14T11:16:05.250627,21.27,axle fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438397,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,scheduled_maintenance,2025-06-13T02:00:00,2025-06-13T22:15:05.187921,20.25,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438449,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,breakdown,2025-08-22T14:00:00,2025-08-23T13:20:18.379825,23.34,hydraulic leak
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438585,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,breakdown,2026-03-06T11:00:00,2026-03-06T18:15:42.976132,7.26,axle fault
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438607,MOIL-BAL-01,MOIL-BAL-01-LOA-08,loader,scheduled_maintenance,2026-04-02T06:00:00,2026-04-02T09:43:05.462305,3.72,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438767,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2023-11-22T12:00:00,2023-11-22T15:12:35.708164,3.21,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438793,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2023-12-19T01:00:00,2023-12-19T08:48:36.445732,7.81,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438808,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2024-01-04T12:00:00,2024-01-04T16:55:12.884077,4.92,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438868,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2024-03-27T16:00:00,2024-03-28T02:02:54.338888,10.05,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438900,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2024-05-05T03:00:00,2024-05-05T10:18:05.229979,7.3,misalignment
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438912,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2024-05-15T16:00:00,2024-05-16T13:23:13.514033,21.39,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438939,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2024-06-19T10:00:00,2024-06-20T02:41:03.164245,16.68,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438972,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2024-07-30T02:00:00,2024-07-31T06:42:47.448873,28.71,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.438983,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2024-08-09T19:00:00,2024-08-10T10:37:52.694538,15.63,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439166,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2025-04-30T11:00:00,2025-04-30T20:15:47.347122,9.26,misalignment
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439236,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2025-07-27T01:00:00,2025-07-27T08:33:04.825859,7.55,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439242,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2025-07-28T11:00:00,2025-07-28T13:09:36.594295,2.16,idler seizure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439287,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2025-09-26T20:00:00,2025-09-27T01:56:39.950465,5.94,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439309,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2025-10-21T21:00:00,2025-10-22T01:22:20.771006,4.37,idler seizure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439331,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2025-11-16T21:00:00,2025-11-17T04:49:03.287987,7.82,belt tear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439384,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2026-01-27T00:00:00,2026-01-27T08:21:33.136899,8.36,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439494,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,breakdown,2026-07-01T21:00:00,2026-07-02T10:26:52.620099,13.45,idler seizure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439515,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2026-07-27T01:00:00,2026-07-27T11:35:58.977038,10.6,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439549,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2026-09-10T01:00:00,2026-09-10T02:53:25.263646,1.89,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439558,MOIL-BAL-01,MOIL-BAL-01-CON-09,conveyor,scheduled_maintenance,2026-09-17T16:00:00,2026-09-17T16:28:26.122362,0.47,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439724,MOIL-BAL-01,MOIL-BAL-01-EXC-10,excavator,breakdown,2024-05-05T14:00:00,2024-05-05T18:03:26.867931,4.06,engine overheat
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439783,MOIL-BAL-01,MOIL-BAL-01-EXC-10,excavator,breakdown,2024-07-23T12:00:00,2024-07-23T21:26:09.727608,9.44,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.439803,MOIL-BAL-01,MOIL-BAL-01-EXC-10,excavator,scheduled_maintenance,2024-08-12T17:00:00,2024-08-13T01:24:00.420984,8.4,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440232,MOIL-BAL-01,MOIL-BAL-01-EXC-10,excavator,breakdown,2026-04-28T13:00:00,2026-04-29T02:01:16.265804,13.02,bucket tooth loss
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440462,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2024-03-22T14:00:00,2024-03-23T00:01:59.495957,10.03,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440529,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2024-06-22T01:00:00,2024-06-22T17:21:33.018547,16.36,motor trip
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440553,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,scheduled_maintenance,2024-07-21T15:00:00,2024-07-21T17:32:59.106178,2.55,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440564,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2024-07-31T16:00:00,2024-08-01T15:10:53.211856,23.18,seal failure
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440629,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2024-10-26T02:00:00,2024-10-26T22:25:45.558214,20.43,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440668,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2024-12-15T05:00:00,2024-12-15T20:23:27.458831,15.39,impeller wear
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440786,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,scheduled_maintenance,2025-05-31T12:00:00,2025-06-01T06:51:08.622953,18.85,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440796,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,scheduled_maintenance,2025-06-09T07:00:00,2025-06-09T18:13:47.956585,11.23,
1.0.0,True,nakshatra-synthetic-v1,2026-09-25T13:11:44.440884,MOIL-BAL-01,MOIL-BAL-01-PUM-11,pump,breakdown,2025-10-10T08:00:00,2025-10-10T14:41:41.186861,6.69,motor trip
