contract_version,is_synthetic,source,ingested_at,borehole_id,from_depth_m,to_depth_m,rock_type,formation,weathering
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680856,MOIL-BAL-01-BH-003,30.87,46.46,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680863,MOIL-BAL-01-BH-003,46.46,67.11,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680870,MOIL-BAL-01-BH-003,67.11,93.48,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680877,MOIL-BAL-01-BH-003,93.48,124.93,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680884,MOIL-BAL-01-BH-003,124.93,131.7,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680891,MOIL-BAL-01-BH-003,131.7,147.5,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680898,MOIL-BAL-01-BH-003,147.5,174.53,mica-schist,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680905,MOIL-BAL-01-BH-003,174.53,193.02,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680914,MOIL-BAL-01-BH-003,193.02,215.6,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680922,MOIL-BAL-01-BH-004,0.0,42.0,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680928,MOIL-BAL-01-BH-004,42.0,76.62,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680935,MOIL-BAL-01-BH-004,76.62,83.72,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680941,MOIL-BAL-01-BH-004,83.72,101.91,quartzite,Sausar Group / Mansar Formation,completely
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680948,MOIL-BAL-01-BH-004,101.91,123.2,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680954,MOIL-BAL-01-BH-004,123.2,132.8,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680960,MOIL-BAL-01-BH-004,132.8,146.05,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680967,MOIL-BAL-01-BH-004,146.05,192.77,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680973,MOIL-BAL-01-BH-004,192.77,205.23,mica-schist,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680979,MOIL-BAL-01-BH-004,205.23,206.2,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680986,MOIL-BAL-01-BH-005,0.0,40.62,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.680993,MOIL-BAL-01-BH-005,40.62,56.77,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681000,MOIL-BAL-01-BH-005,56.77,87.6,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681007,MOIL-BAL-01-BH-006,0.0,22.03,manganese ore,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681014,MOIL-BAL-01-BH-006,22.03,44.96,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681021,MOIL-BAL-01-BH-006,44.96,63.1,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681028,MOIL-BAL-01-BH-006,63.1,86.77,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681035,MOIL-BAL-01-BH-006,86.77,101.2,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681043,MOIL-BAL-01-BH-007,0.0,10.18,quartzite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681051,MOIL-BAL-01-BH-007,10.18,18.33,gondite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681058,MOIL-BAL-01-BH-007,18.33,60.58,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681065,MOIL-BAL-01-BH-007,60.58,65.63,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681074,MOIL-BAL-01-BH-007,65.63,87.77,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681081,MOIL-BAL-01-BH-007,87.77,103.5,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681088,MOIL-BAL-01-BH-007,103.5,143.56,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681095,MOIL-BAL-01-BH-007,143.56,154.8,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681102,MOIL-BAL-01-BH-007,154.8,165.98,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681110,MOIL-BAL-01-BH-007,165.98,199.36,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681122,MOIL-BAL-01-BH-007,199.36,213.41,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681129,MOIL-BAL-01-BH-007,213.41,238.99,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681137,MOIL-BAL-01-BH-007,238.99,258.09,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681144,MOIL-BAL-01-BH-007,258.09,264.6,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681151,MOIL-BAL-01-BH-008,0.0,21.55,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681158,MOIL-BAL-01-BH-008,21.55,33.35,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681165,MOIL-BAL-01-BH-008,33.35,34.74,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681172,MOIL-BAL-01-BH-008,34.74,54.9,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681179,MOIL-BAL-01-BH-008,54.9,72.17,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681186,MOIL-BAL-01-BH-008,72.17,109.63,phyllite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681193,MOIL-BAL-01-BH-008,109.63,120.07,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681200,MOIL-BAL-01-BH-008,120.07,129.48,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681207,MOIL-BAL-01-BH-008,129.48,131.79,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681214,MOIL-BAL-01-BH-008,131.79,143.02,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681221,MOIL-BAL-01-BH-008,143.02,162.83,gondite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681228,MOIL-BAL-01-BH-008,162.83,180.31,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681235,MOIL-BAL-01-BH-008,180.31,198.8,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681242,MOIL-BAL-01-BH-008,198.8,205.74,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681249,MOIL-BAL-01-BH-008,205.74,208.99,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681256,MOIL-BAL-01-BH-008,208.99,229.1,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681263,MOIL-BAL-01-BH-009,0.0,21.68,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681270,MOIL-BAL-01-BH-009,21.68,52.53,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681278,MOIL-BAL-01-BH-009,52.53,61.86,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681286,MOIL-BAL-01-BH-009,61.86,85.86,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681293,MOIL-BAL-01-BH-009,85.86,108.23,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681300,MOIL-BAL-01-BH-009,108.23,127.74,calc-granulite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681309,MOIL-BAL-01-BH-009,127.74,137.16,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681316,MOIL-BAL-01-BH-009,137.16,147.08,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681323,MOIL-BAL-01-BH-009,147.08,153.75,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681330,MOIL-BAL-01-BH-009,153.75,165.48,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681337,MOIL-BAL-01-BH-009,165.48,197.55,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681344,MOIL-BAL-01-BH-009,197.55,222.77,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681352,MOIL-BAL-01-BH-009,222.77,223.9,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681359,MOIL-BAL-01-BH-010,0.0,23.65,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681366,MOIL-BAL-01-BH-010,23.65,49.57,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681373,MOIL-BAL-01-BH-010,49.57,59.11,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681380,MOIL-BAL-01-BH-010,59.11,65.59,manganese ore,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681387,MOIL-BAL-01-BH-010,65.59,91.44,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681394,MOIL-BAL-01-BH-010,91.44,123.99,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681401,MOIL-BAL-01-BH-010,123.99,140.72,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681408,MOIL-BAL-01-BH-010,140.72,147.01,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681415,MOIL-BAL-01-BH-010,147.01,156.19,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681422,MOIL-BAL-01-BH-010,156.19,180.17,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681429,MOIL-BAL-01-BH-010,180.17,199.45,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681436,MOIL-BAL-01-BH-010,199.45,209.18,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681443,MOIL-BAL-01-BH-010,209.18,219.32,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681450,MOIL-BAL-01-BH-010,219.32,221.1,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681457,MOIL-BAL-01-BH-011,0.0,9.78,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681464,MOIL-BAL-01-BH-011,9.78,16.44,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681471,MOIL-BAL-01-BH-011,16.44,20.6,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681478,MOIL-BAL-01-BH-011,20.6,55.27,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681485,MOIL-BAL-01-BH-011,55.27,67.33,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681492,MOIL-BAL-01-BH-011,67.33,72.04,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681500,MOIL-BAL-01-BH-011,72.04,84.54,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681507,MOIL-BAL-01-BH-011,84.54,93.12,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681515,MOIL-BAL-01-BH-011,93.12,103.19,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681522,MOIL-BAL-01-BH-011,103.19,122.93,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681529,MOIL-BAL-01-BH-011,122.93,136.68,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681536,MOIL-BAL-01-BH-011,136.68,145.68,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681543,MOIL-BAL-01-BH-011,145.68,146.68,manganese ore,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681549,MOIL-BAL-01-BH-011,146.68,157.52,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681557,MOIL-BAL-01-BH-011,157.52,164.18,phyllite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681564,MOIL-BAL-01-BH-011,164.18,167.47,quartzite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681571,MOIL-BAL-01-BH-011,167.47,176.66,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681578,MOIL-BAL-01-BH-011,176.66,203.87,phyllite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681585,MOIL-BAL-01-BH-011,203.87,213.54,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681592,MOIL-BAL-01-BH-011,213.54,215.4,phyllite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681599,MOIL-BAL-01-BH-012,0.0,10.76,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681606,MOIL-BAL-01-BH-012,10.76,25.51,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681613,MOIL-BAL-01-BH-012,25.51,55.76,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681620,MOIL-BAL-01-BH-012,55.76,65.2,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681627,MOIL-BHR-02-BH-001,0.0,14.92,quartzite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681637,MOIL-BHR-02-BH-001,14.92,33.98,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681644,MOIL-BHR-02-BH-001,33.98,52.48,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681651,MOIL-BHR-02-BH-001,52.48,64.86,gondite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681659,MOIL-BHR-02-BH-001,64.86,78.38,phyllite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681666,MOIL-BHR-02-BH-001,78.38,97.37,mica-schist,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681673,MOIL-BHR-02-BH-001,97.37,101.31,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681680,MOIL-BHR-02-BH-001,101.31,115.77,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681687,MOIL-BHR-02-BH-001,115.77,128.77,phyllite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681694,MOIL-BHR-02-BH-001,128.77,141.36,calc-granulite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681701,MOIL-BHR-02-BH-001,141.36,166.02,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681708,MOIL-BHR-02-BH-001,166.02,187.09,phyllite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681715,MOIL-BHR-02-BH-001,187.09,205.44,manganese ore,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681723,MOIL-BHR-02-BH-001,205.44,219.09,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681730,MOIL-BHR-02-BH-001,219.09,228.35,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681737,MOIL-BHR-02-BH-001,228.35,237.09,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681744,MOIL-BHR-02-BH-001,237.09,254.06,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681751,MOIL-BHR-02-BH-001,254.06,264.59,quartzite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681758,MOIL-BHR-02-BH-001,264.59,307.84,quartzite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681765,MOIL-BHR-02-BH-001,307.84,311.78,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681771,MOIL-BHR-02-BH-001,311.78,329.63,calc-granulite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681778,MOIL-BHR-02-BH-001,329.63,372.4,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681785,MOIL-BHR-02-BH-001,372.4,379.3,mica-schist,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681792,MOIL-BHR-02-BH-002,0.0,2.98,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681800,MOIL-BHR-02-BH-002,2.98,8.7,calc-granulite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681807,MOIL-BHR-02-BH-002,8.7,20.8,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681814,MOIL-BHR-02-BH-002,20.8,29.14,gondite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681821,MOIL-BHR-02-BH-002,29.14,38.51,quartzite,Sausar Group / Mansar Formation,moderately
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681828,MOIL-BHR-02-BH-002,38.51,56.38,manganese ore,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681834,MOIL-BHR-02-BH-002,56.38,65.44,mica-schist,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681841,MOIL-BHR-02-BH-002,65.44,70.5,phyllite,Sausar Group / Mansar Formation,slightly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681848,MOIL-BHR-02-BH-003,0.0,25.37,phyllite,Sausar Group / Mansar Formation,highly
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681855,MOIL-BHR-02-BH-003,25.37,49.66,phyllite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681862,MOIL-BHR-02-BH-003,49.66,54.89,quartzite,Sausar Group / Mansar Formation,fresh
1.0.0,True,nakshatra-synthetic-v1,2026-09-21T13:00:24.681869,MOIL-BHR-02-BH-003,54.89,64.96,phyllite,Sausar Group / Mansar Formation,slightly
